appearance_id,game_id,player_id,yellow_cards,red_cards,goals,assists,minutes_played,game_event_id,minute,description,player_in_id,player_assist_id,season,round,date,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type,game_lineups_id,number,team_captain,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
2224728_119169,2224728,119169,0,0,0,0,90,,,,,,2012,1. Matchday,2012-07-13 00:00:00,1,1,6,7,Peter Rensen,Kent Nielsen,Ceres Park,9728,Michael Svendsen,,,Aarhus Gymnastik Forening,Aalborg BK,01:01:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2224732_161244,2224732,161244,0,0,1,0,90,d9f02a9d767f319e58909ba1e1de6d23,50,", Long distance kick, 1. Goal of the Season Assist:",,,2012,1. Matchday,2012-07-14 00:00:00,6,1,1,12,Lars Sondergaard,Colin Todd,Sydbank Park,2995,Claus Bo Larsen,,,Sonderjyske Fc,Randers Fodbold Club,06:01:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2224729_39467,2224729,39467,0,0,0,0,90,,,,,,2012,1. Matchday,2012-07-15 00:00:00,0,1,9,5,Auri Skarbalius,Troels Bech,Brondby Stadium,10806,Lars Christoffersen,,,Brondby IF,Odense Boldklub,00:01:00,domestic_league,,,,Clarence Goodson,2012,206,clarence-goodson,United States,1982-05-17 00:00:00,Centre-Back,right,193,,1850000,,
2232104_119169,2232104,119169,0,0,0,0,74,2ab0ea7af8313c0da07c723728bb6a49,74,", Not reported",174001,,2012,Second Round 1st leg,2012-07-19 00:00:00,1,2,,,Peter Rensen,Temur Shalamberidze,Ceres Park,9000,Boako Jovanetic,,,Aarhus Gymnastik Forening,,01:02:00,international_cup,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2219794_39475,2219794,39475,0,0,0,0,3,,,,,,2012,Final,2012-07-22 00:00:00,3,2,,,John van den Brom,Peter Maes,Constant Vanden Stock Stadion,14485,Laurent Colemonts,,,Royal Sporting Club Anderlecht,KSC Lokeren (- 2020),03:02:00,other,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2224560_39467,2224560,39467,1,0,0,0,90,e7631c64f9a922d4370ba6db39ccbfac,60,"1. Yellow card  , Foul",,,2012,2. Matchday,2012-07-22 00:00:00,2,1,3,12,Kent Nielsen,Auri Skarbalius,Aalborg Portland Park,7895,Claus Bo Larsen,,,Aalborg BK,BRA NDBYERNES,02:01:00,domestic_league,,,,Clarence Goodson,2012,206,clarence-goodson,United States,1982-05-17 00:00:00,Centre-Back,right,193,,1850000,,
2224564_46472,2224564,46472,0,0,0,0,21,,,,,,2012,2. Matchday,2012-07-22 00:00:00,0,1,6,9,Troels Bech,Colin Todd,Nature Energy Park,7123,Mads-Kristoffer Kristoffersen,,,Odense Boldklub,Randers Fodbold Club,00:01:00,domestic_league,,,,Charlie Davies,2013,5724,charlie-davies,United States,1986-06-25 00:00:00,Centre-Forward,right,178,,2200000,,
2224569_161244,2224569,161244,1,0,0,1,90,abe3da42c64790a4c4ae00ff82c3024f,68,"1. Yellow card  , Foul",,,2012,2. Matchday,2012-07-22 00:00:00,1,1,1,2,Lars Sondergaard,Ariel Jacobs,Sydbank Park,6575,Michael Tykgaard,,,Sonderjyske Fc,Football Club Ka Benhavn,01:01:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2224568_119169,2224568,119169,0,0,0,0,73,1b4e309dd87c3a8f86e0675b9b29d36c,73,", Tactical",24282,,2012,2. Matchday,2012-07-23 00:00:00,0,0,10,11,Peter Rensen,Jess Thorup,Ceres Park,7323,Jens Maae,,,Aarhus Gymnastik Forening,Esbjerg fB,00:00:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2244352_119169,2244352,119169,0,0,0,0,43,b8d0f42d674f31af1a4414a46ffb713f,43,", Not reported",1197,,2012,Second Round 2nd leg,2012-07-26 00:00:00,3,1,,,Temur Shalamberidze,Peter Rensen,Tengiz Burjanadze Stadium,5000,Stephan Studer,,,,Aarhus Gymnastik Forening,03:01:00,international_cup,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2224572_161244,2224572,161244,0,0,0,0,90,,,,,,2012,3. Matchday,2012-07-28 00:00:00,1,2,12,1,Jess Thorup,Lars Sondergaard,Blue Water Arena,5345,Michael Svendsen,,,Esbjerg fB,Sonderjyske Fc,01:02:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2224567_119169,2224567,119169,0,0,0,0,56,9621a6320b0beadb5c5d223b8654373d,56,", Tactical",1197,,2012,3. Matchday,2012-07-29 00:00:00,2,1,3,11,Colin Todd,Peter Rensen,Cepheus Park Randers,6595,Lars Christoffersen,,,Randers Fodbold Club,Aarhus Gymnastik Forening,02:01:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2224567_46472,2224567,46472,0,0,0,0,19,,,,,,2012,3. Matchday,2012-07-29 00:00:00,2,1,3,11,Colin Todd,Peter Rensen,Cepheus Park Randers,6595,Lars Christoffersen,,,Randers Fodbold Club,Aarhus Gymnastik Forening,02:01:00,domestic_league,,,,Charlie Davies,2013,5724,charlie-davies,United States,1986-06-25 00:00:00,Centre-Forward,right,178,,2200000,,
2224574_39897,2224574,39897,1,0,0,1,78,6d6e1eb0eef299fa3d4106ab472ab7fe,75,"1. Yellow card  , Foul",,,2012,3. Matchday,2012-07-29 00:00:00,1,1,4,6,Kasper Hjulmand,Troels Bech,Right to Dream Park,5736,Michael Johansen,,,Football Club Nords,Odense Boldklub,01:01:00,domestic_league,,,,Michael Parkhurst,2013,167,michael-parkhurst,United States,1984-01-24 00:00:00,Centre-Back,,,,1000000,,
2224574_39897,2224574,39897,1,0,0,1,78,930c3a66715bc3968a5f7587bfef88b5,78,", Tactical",89205,,2012,3. Matchday,2012-07-29 00:00:00,1,1,4,6,Kasper Hjulmand,Troels Bech,Right to Dream Park,5736,Michael Johansen,,,Football Club Nords,Odense Boldklub,01:01:00,domestic_league,,,,Michael Parkhurst,2013,167,michael-parkhurst,United States,1984-01-24 00:00:00,Centre-Back,,,,1000000,,
2224570_39467,2224570,39467,1,0,0,0,90,9603911b1e8afe70b1924750996c1ae9,38,"2. Yellow card  , Foul",,,2012,3. Matchday,2012-07-30 00:00:00,2,1,9,10,Auri Skarbalius,Keld Bordinggaard,Brondby Stadium,9586,Jakob Kehlet,,,Brondby IF,Silkeborg IF,02:01:00,domestic_league,,,,Clarence Goodson,2012,206,clarence-goodson,United States,1982-05-17 00:00:00,Centre-Back,right,193,,1850000,,
2246630_39475,2246630,39475,0,0,0,0,28,,,,,,2012,3rd round 1st leg,2012-08-01 00:00:00,5,0,,,John van den Brom,Valdas Urbonas,Constant Vanden Stock Stadion,12203,Kristinn Jakobsson,,,Royal Sporting Club Anderlecht,,05:00:00,international_cup,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2247088_1335,2247088,1335,0,0,0,0,90,,,,,,2012,3rd round 1st leg,2012-08-02 00:00:00,0,3,,,Liam Buckley,Mirko Slomka,Tallaght Stadium,4236,Tamas Bognair,,,,Hannover 96,00:03:00,international_cup,,,,Steven Cherundolo,2013,42,steven-cherundolo,United States,1979-02-19 00:00:00,Right-Back,right,172,,4000000,,ARP Sportmarketing
2224578_39897,2224578,39897,1,0,0,0,90,9179f070b0096e2a7685ed39ff26b11d,73,"2. Yellow card  , Foul",,,2012,4. Matchday,2012-08-04 00:00:00,1,1,9,7,Kent Nielsen,Kasper Hjulmand,Aalborg Portland Park,4783,Kenn Hansen,,,Aalborg BK,Fodbold Club Nords  Aalnd,01:01:00,domestic_league,,,,Michael Parkhurst,2013,167,michael-parkhurst,United States,1984-01-24 00:00:00,Centre-Back,,,,1000000,,
2229921_39475,2229921,39475,0,0,0,0,9,,,,,,2012,2. Matchday,2012-08-04 00:00:00,1,0,7,16,John van den Brom,Adrie Koster,Constant Vanden Stock Stadion,22000,Sacbastien Delferia re,,,Royal Sporting Club Anderlecht,Beerschot AC,01:00:00,domestic_league,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2224580_119169,2224580,119169,0,0,1,0,74,53700788fcfb9c7ae036fc2adf78d25c,62,", Tap-in, 1. Goal of the Season Assist:",,,2012,4. Matchday,2012-08-05 00:00:00,3,1,8,10,Peter Rensen,Auri Skarbalius,Ceres Park,8908,Henning Jensen,,,Aarhus Gymnastik Forening,BRA NDBYERNES,03:01:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2224580_119169,2224580,119169,0,0,1,0,74,e48007f058a806ffdc21b83b97415ab8,74,", Tactical",155617,,2012,4. Matchday,2012-08-05 00:00:00,3,1,8,10,Peter Rensen,Auri Skarbalius,Ceres Park,8908,Henning Jensen,,,Aarhus Gymnastik Forening,BRA NDBYERNES,03:01:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2224580_39467,2224580,39467,1,0,0,0,90,0e880f8c61613ad37a330379638640bf,24,"3. Yellow card  , Foul",,,2012,4. Matchday,2012-08-05 00:00:00,3,1,8,10,Peter Rensen,Auri Skarbalius,Ceres Park,8908,Henning Jensen,,,Aarhus Gymnastik Forening,BRA NDBYERNES,03:01:00,domestic_league,,,,Clarence Goodson,2012,206,clarence-goodson,United States,1982-05-17 00:00:00,Centre-Back,right,193,,1850000,,
2224584_46472,2224584,46472,0,0,0,0,45,,,,,,2012,4. Matchday,2012-08-05 00:00:00,2,1,3,6,Glen Riddersholm,Colin Todd,MCH Arena,5324,Mads-Kristoffer Kristoffersen,,,Fodbold Club Midtjylland,Randers Fodbold Club,02:01:00,domestic_league,,,,Charlie Davies,2013,5724,charlie-davies,United States,1986-06-25 00:00:00,Centre-Forward,right,178,,2200000,,
2224575_161244,2224575,161244,0,0,0,0,85,42a09933c2dd9f88dc544e3284896433,85,", Tactical",50628,,2012,4. Matchday,2012-08-06 00:00:00,0,2,2,5,Lars Sondergaard,Johnny Ma,Sydbank Park,4033,Jakob Kehlet,,,Sonderjyske Fc,AC Horsens,00:02:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2246635_39475,2246635,39475,0,0,1,2,90,803bf2b2c2d009b04ddbd345e885ab7a,9,", Tap-in, 1. Tournament Goal Assist: , Cross, 1. Tournament Assist",,31952,2012,3rd round 2nd leg,2012-08-08 00:00:00,0,6,,,Valdas Urbonas,John van den Brom,Aukstaitija,4225,Alon Yefet,,,,Royal Sporting Club Anderlecht,00:06:00,international_cup,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2247100_1335,2247100,1335,0,0,0,0,90,,,,,,2012,3rd round 2nd leg,2012-08-09 00:00:00,2,0,,,Mirko Slomka,Liam Buckley,Heinz-von-Heiden-Arena,24500,Anar Salmanov,,,Hannover 96,,02:00:00,international_cup,,,,Steven Cherundolo,2013,42,steven-cherundolo,United States,1979-02-19 00:00:00,Right-Back,right,172,,4000000,,ARP Sportmarketing
2224583_39897,2224583,39897,0,0,1,1,90,e832a99027c41d0826b28caf374a4fa6,6,", 1. Goal of the Season Assist:",,,2012,5. Matchday,2012-08-11 00:00:00,6,1,5,11,Kasper Hjulmand,Keld Bordinggaard,Right to Dream Park,5013,Peter Rasmussen,,,Football Club Nords,Silkeborg IF,06:01:00,domestic_league,,,,Michael Parkhurst,2013,167,michael-parkhurst,United States,1984-01-24 00:00:00,Centre-Back,,,,1000000,,
2224579_161244,2224579,161244,1,0,0,0,90,8253e93fdcad92645ed73dbc09381a16,25,"2. Yellow card  , Foul",,,2012,5. Matchday,2012-08-12 00:00:00,0,1,10,2,Auri Skarbalius,Lars Sondergaard,Brondby Stadium,7667,Henrik Kragh,,,Brondby IF,Sonderjyske Fc,00:01:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2224582_119169,2224582,119169,0,0,0,0,66,d1a328ec88979fa88b9f76c2bc5c1a25,66,", Not reported",1197,,2012,5. Matchday,2012-08-12 00:00:00,3,0,1,9,Ariel Jacobs,Peter Rensen,Parken,11196,Michael Johansen,,,F.C. Copenhagen,Aarhus Gymnastik Forening,03:00:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2224740_39475,2224740,39475,0,0,0,0,24,,,,,,2012,3. Matchday,2012-08-12 00:00:00,0,3,15,1,Bob Peeters,John van den Brom,Jan-Breydel-Stadion,9128,Luc Wouters,,,Cercle Brugge Koninklijke Sportvereniging,Royal Sporting Club Anderlecht,00:03:00,domestic_league,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2250176_39378,2250176,39378,0,0,2,0,84,5207627aa265af4a8d4dfe35d5dc6326,48,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",,93081,2012,1. Matchday,2012-08-12 00:00:00,2,2,6,7,Frank de Boer,Gertjan Verbeek,Johan Cruijff ArenA,48412,Kevin Blom,,,AFC Ajax Amsterdam,Alkmaar Zaanstreek,02:02:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2250176_39378,2250176,39378,0,0,2,0,84,fb7ba316043a215b7c0534bb3b762d9d,50,", Right-footed shot, 2. Goal of the Season Assist: , Pass, 1. Assist of the Season",,9602,2012,1. Matchday,2012-08-12 00:00:00,2,2,6,7,Frank de Boer,Gertjan Verbeek,Johan Cruijff ArenA,48412,Kevin Blom,,,AFC Ajax Amsterdam,Alkmaar Zaanstreek,02:02:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2250176_39378,2250176,39378,0,0,2,0,84,e4427f5a97a52a610014f3c5b209c256,84,", Not reported",63469,,2012,1. Matchday,2012-08-12 00:00:00,2,2,6,7,Frank de Boer,Gertjan Verbeek,Johan Cruijff ArenA,48412,Kevin Blom,,,AFC Ajax Amsterdam,Alkmaar Zaanstreek,02:02:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2224581_46472,2224581,46472,0,0,0,0,20,,,,,,2012,5. Matchday,2012-08-13 00:00:00,1,0,4,12,Colin Todd,Jess Thorup,Cepheus Park Randers,4523,Michael Tykgaard,,,Randers Fodbold Club,Esbjerg fB,01:00:00,domestic_league,,,,Charlie Davies,2013,5724,charlie-davies,United States,1986-06-25 00:00:00,Centre-Forward,right,178,,2200000,,
2224541_46472,2224541,46472,0,0,0,0,18,,,,,,2012,6. Matchday,2012-08-18 00:00:00,0,1,11,3,Keld Bordinggaard,Colin Todd,MASCOT PARK,2319,Jens Maae,,,Silkeborg Idrra Sforening,Randers Fodbold Club,00:01:00,domestic_league,,,,Charlie Davies,2013,5724,charlie-davies,United States,1986-06-25 00:00:00,Centre-Forward,right,178,,2200000,,
2224590_39467,2224590,39467,0,0,1,0,90,01b4b92a26f2f065a0112770ead65cb3,84,", Header, 1. Goal of the Season Assist: , Cross, 1. Assist of the Season",,69646,2012,6. Matchday,2012-08-18 00:00:00,1,1,1,10,Ariel Jacobs,Auri Skarbalius,Parken,16489,Kenn Hansen,,,F.C. Copenhagen,BRA NDBYERNES,01:01:00,domestic_league,,,,Clarence Goodson,2012,206,clarence-goodson,United States,1982-05-17 00:00:00,Centre-Back,right,193,,1850000,,
2224761_39475,2224761,39475,0,0,0,0,9,,,,,,2012,4. Matchday,2012-08-18 00:00:00,2,1,2,8,John van den Brom,Enzo Scifo,Constant Vanden Stock Stadion,22000,Joeri van de Velde,,,Royal Sporting Club Anderlecht,RAEC Mons (- 2015),02:01:00,domestic_league,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2230141_3476,2230141,3476,0,0,0,0,90,,,,,,2012,1. Matchday,2012-08-18 00:00:00,2,1,6,14,Alan Pardew,andre villas boas,St James' Park,52385,Martin Atkinson,,,Newcastle United Football Club,Tottenham Hotspur Football Club,02:01:00,domestic_league,,,,Brad Friedel,2014,148,brad-friedel,United States,1971-05-18 00:00:00,Goalkeeper,,,,4000000,,
2221641_1335,2221641,1335,0,0,0,0,62,c6a3c088ed8a38d4ce074dd73b20d3da,62,", Not reported",45668,,2012,First Round,2012-08-19 00:00:00,1,6,,,Michael Wittwer,Mirko Slomka,Stadion an der Kreuzeiche,3168,Benjamin Cortus,,,,Hannover 96,01:06:00,domestic_cup,,,,Steven Cherundolo,2013,42,steven-cherundolo,United States,1979-02-19 00:00:00,Right-Back,right,172,,4000000,,ARP Sportmarketing
2221771_49723,2221771,49723,0,0,0,0,120,,,,,,2012,First Round,2012-08-19 00:00:00,3,2,,,Andre Breitenreiter,Dieter Hecking,Wilhelm-Langrehr-Stadion,3506,Robert Kempter,,,,1.FC Nuremberg,03:02:00,domestic_cup,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
2224591_119169,2224591,119169,0,0,0,0,71,079e6e5af23f174a851721357c388f62,71,", Tactical",1197,,2012,6. Matchday,2012-08-19 00:00:00,0,1,9,4,Peter Rensen,Kasper Hjulmand,Ceres Park,9107,Michael Tykgaard,,,Aarhus Gymnastik Forening,Fodbold Club Nords  Aalnd,00:01:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2224591_39897,2224591,39897,0,0,1,0,90,e4f7e407e87b3473c275b868138646f7,75,", Left-footed shot, 2. Goal of the Season Assist: , Pass, 2. Assist of the Season",,23538,2012,6. Matchday,2012-08-19 00:00:00,0,1,9,4,Peter Rensen,Kasper Hjulmand,Ceres Park,9107,Michael Tykgaard,,,Aarhus Gymnastik Forening,Fodbold Club Nords  Aalnd,00:01:00,domestic_league,,,,Michael Parkhurst,2013,167,michael-parkhurst,United States,1984-01-24 00:00:00,Centre-Back,,,,1000000,,
2250183_39378,2250183,39378,0,0,2,0,90,c4d2908bb0f36d76d3c8e01d9faf97fa,16,", Right-footed shot, 3. Goal of the Season Assist: , Pass, 1. Assist of the Season",,25427,2012,2. Matchday,2012-08-19 00:00:00,3,1,3,14,Gertjan Verbeek,Peter Bosz,AFAS Stadion,15495,Serdar Gaza,,,Alkmaar Zaanstreek,Heracles Almelo,03:01:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2250183_39378,2250183,39378,0,0,2,0,90,8a961d714383dc4d32a1abc5155220e7,90,", Right-footed shot, 4. Goal of the Season Assist: , Pass, 1. Assist of the Season",,5017,2012,2. Matchday,2012-08-19 00:00:00,3,1,3,14,Gertjan Verbeek,Peter Bosz,AFAS Stadion,15495,Serdar Gaza,,,Alkmaar Zaanstreek,Heracles Almelo,03:01:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2250793_73427,2250793,73427,0,0,0,0,90,,,,,,2012,1. Matchday,2012-08-19 00:00:00,2,2,7,8,Pedro Caixinha,Jose Mota ,Estadio da Madeira,1390,Jorge Ferreira,,,CD Nacional, Vitoria Setubal FC,02:02:00,domestic_league,,,,Caleb Patterson-Sewell,2014,2424,caleb-patterson-sewell,United States,1987-05-20 00:00:00,Goalkeeper,right,190,,400000,,
2224540_161244,2224540,161244,0,0,1,0,90,94cad147664f8038e4ea3e89e7998e13,56,", Long distance kick, 2. Goal of the Season Assist:",,,2012,6. Matchday,2012-08-20 00:00:00,1,2,6,2,Lars Sondergaard,Troels Bech,Sydbank Park,3638,Henning Jensen,,,Sonderjyske Fc,Odense Boldklub,01:02:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2230144_4267,2230144,4267,0,0,0,0,90,,,,,,2012,1. Matchday,2012-08-20 00:00:00,1,0,7,16,David Moyes,Sir Alex Ferguson,Goodison Park,38415,Andre Marriner,,,Everton Football Club,Manchester United Football Club,01:00:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2254392_39475,2254392,39475,0,0,0,0,90,,,,,,2012,Qualifying Round 1st leg,2012-08-22 00:00:00,2,1,,,Pampos Christodoulou,John van den Brom,GSP Stadium,10456,Milorad Mazic,,,,Royal Sporting Club Anderlecht,02:01:00,international_cup,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2254932_39378,2254932,39378,0,0,0,0,90,,,,,,2012,Qualifying Round 1st leg,2012-08-23 00:00:00,1,0,,,Guus Hiddink,Gertjan Verbeek,RZD Arena,6030,Michalis Koukoulakis,,,Anzhi Makhachkala ( -2022),Alkmaar Zaanstreek,01:00:00,international_cup,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2254990_1335,2254990,1335,0,0,0,1,90,,,,,,2012,Qualifying Round 1st leg,2012-08-23 00:00:00,3,5,,,Orest Lenczyk,Mirko Slomka,SKI ARENA Wrocław,13644,Paolo Tagliavento,,,,Hannover 96,03:05:00,international_cup,,,,Steven Cherundolo,2013,42,steven-cherundolo,United States,1979-02-19 00:00:00,Right-Back,right,172,,4000000,,ARP Sportmarketing
2224539_161244,2224539,161244,0,0,0,0,90,,,,,,2012,7. Matchday,2012-08-24 00:00:00,4,1,2,6,Kasper Hjulmand,Lars Sondergaard,Right to Dream Park,6121,Anders Poulsen,,,Football Club Nords,Sonderjyske Fc,04:01:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2224539_39897,2224539,39897,0,0,0,1,90,,,,,,2012,7. Matchday,2012-08-24 00:00:00,4,1,2,6,Kasper Hjulmand,Lars Sondergaard,Right to Dream Park,6121,Anders Poulsen,,,Football Club Nords,Sonderjyske Fc,04:01:00,domestic_league,,,,Michael Parkhurst,2013,167,michael-parkhurst,United States,1984-01-24 00:00:00,Centre-Back,,,,1000000,,
2222537_31041,2222537,31041,0,0,0,0,90,,,,,,2012,1. Matchday,2012-08-25 00:00:00,2,1,4,14,Lucien Favre,Markus Babbel,Stadion im Borussia-Park,50146,Peter Sippel,,,Borussia Verein für Leibesübung 1900 e.V.,tsg 1899 hoffenheim football spielbetriebs Gmbh,02:01:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
2222541_49723,2222541,49723,0,0,0,0,90,,,,,,2012,1. Matchday,2012-08-25 00:00:00,0,1,15,6,Thorsten Fink,Dieter Hecking,Volksparkstadion,50123,Marco Fritz,,,Hamburger SV,1.FC Nuremberg,00:01:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
2224537_46472,2224537,46472,0,0,0,0,1,,,,,,2012,7. Matchday,2012-08-25 00:00:00,2,3,5,1,Colin Todd,Ariel Jacobs,Cepheus Park Randers,6112,Michael Svendsen,,,Randers Fodbold Club,Football Club Ka Benhavn,02:03:00,domestic_league,,,,Charlie Davies,2013,5724,charlie-davies,United States,1986-06-25 00:00:00,Centre-Forward,right,178,,2200000,,
2224755_39475,2224755,39475,0,0,0,0,90,,,,,,2012,5. Matchday,2012-08-25 00:00:00,1,1,10,2,Ronny Van Geneugden,John van den Brom,King Power at Den Dreef Stadion,8931,Serge Gumienny,,,Oud-Heverlee Leuven,Royal Sporting Club Anderlecht,01:01:00,domestic_league,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2225445_4267,2225445,4267,0,0,0,0,90,,,,,,2012,2. Matchday,2012-08-25 00:00:00,1,3,20,3,Paul Lambert,David Moyes,Villa Park,36565,Michael Oliver,,,Aston Villa Football Club,Everton Football Club,01:03:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2225445_61575,2225445,61575,0,0,0,1,31,,,,,,2012,2. Matchday,2012-08-25 00:00:00,1,3,20,3,Paul Lambert,David Moyes,Villa Park,36565,Michael Oliver,,,Aston Villa Football Club,Everton Football Club,01:03:00,domestic_league,,,,Eric Lichaj,2020,6646,eric-lichaj,United States,1988-11-17 00:00:00,Right-Back,right,180,,2000000,,Unique Sports Group
2225448_3476,2225448,3476,0,0,0,0,90,,,,,,2012,2. Matchday,2012-08-25 00:00:00,1,1,14,4,André Villas-Boas,Steve Clarke,White Hart Lane,36166,Mike Dean,,,Tottenham Hotspur Football Club,West Bromwich Albion,01:01:00,domestic_league,,,,Brad Friedel,2014,148,brad-friedel,United States,1971-05-18 00:00:00,Goalkeeper,,,,4000000,,
2222536_1321,2222536,1321,1,0,0,1,90,02d605a5c2dc4f9a6721daa583fa5405,54,"1. Yellow card  , Foul",,,2012,1. Matchday,2012-08-26 00:00:00,2,2,9,8,Mirko Slomka,Huub Stevens,Heinz-von-Heiden-Arena,49000,Dr. Felix Brych,,,Hannover 96,FC Schalke 04,02:02:00,domestic_league,,,,Jermaine Jones,2013,114,jermaine-jones,Germany,1981-11-03 00:00:00,Defensive Midfield,both,184,,8000000,,
