appearance_id,game_id,player_id,yellow_cards,red_cards,goals,assists,minutes_played,game_event_id,minute,description,player_in_id,player_assist_id,season,round,date,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type,game_lineups_id,number,team_captain,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
2332177_4267,2332177,4267,0,0,0,0,90,,,,,,2013,26. Matchday,2014-04-16 00:00:00,2,3,6,10,Roberto Martínez,Tony Pulis,Goodison Park,39333,Andre Marriner,,,Everton Football Club,Crystal Palace Football Club,02:03:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2321327_31041,2321327,31041,0,0,0,0,90,,,,,,2013,31. Matchday,2014-04-19 00:00:00,3,1,11,9,Robin Dutt,Markus Gisdol,Wohninvest-Weserstadion,40100,Bastian Dankert,,,Sportverein Werder Bremen von 1899,tsg 1899 hoffenheim football spielbetriebs Gmbh,03:01:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
2321330_124732,2321330,124732,0,0,0,0,90,,,,,,2013,31. Matchday,2014-04-19 00:00:00,0,0,8,10,Markus Weinzierl,Jos Luhukay,WWK ARENA,30059,Dr. Jochen Drees,,,FC Augsburg 1907,Hertha BSC,00:00:00,domestic_league,,,,John Anthony Brooks,2023,533,john-anthony-brooks,Germany,1993-01-28 00:00:00,Centre-Back,left,194,2000000,15000000,2024-06-30 00:00:00,ROGON
2332288_39471,2332288,39471,0,0,0,0,90,,,,,,2013,35. Matchday,2014-04-19 00:00:00,0,0,15,8,Paul Lambert,Mauricio Pochettino,Villa Park,35134,Lee Mason,,,Aston Villa Football Club,Southampton FC,00:00:00,domestic_league,,,,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09 00:00:00,Goalkeeper,left,193,100000,5000000,2023-12-31 00:00:00,YMU Group
2332294_31642,2332294,31642,0,0,0,0,90,,,,,,2013,35. Matchday,2014-04-19 00:00:00,1,1,19,10,Ole Gunnar Solskjaer,Mark Hughes,Cardiff City Stadium,27686,Howard Webb,,,Cardiff City,Stoke City,01:01:00,domestic_league,,,,Geoff Cameron,2017,512,geoff-cameron,United States,1985-07-11 00:00:00,Centre-Back,right,190,,5000000,,CMG Sports
2332295_39378,2332295,39378,0,0,0,1,24,,,,,,2013,35. Matchday,2014-04-19 00:00:00,1,2,3,17,Jose Mourinho,Gustavo Poyet,Stamford Bridge,41210,Mike Dean,,,Chelsea Football Club,Sunderland AFC,01:02:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2331123_111783,2331123,111783,0,0,1,0,90,9743ef32dbb99165ad6ef1a225e26b2e,41,", Right-footed shot, 5. Goal of the Season Assist: , Pass, 4. Assist of the Season",,164771,2013,34. Matchday,2014-04-20 00:00:00,2,6,19,11,Ariel Jacobs,Michel Der Zakarian,Stade du Hainaut,13972,Alexandre Castro,,,Valenciennes FC,Football Club de Nantes,02:06:00,domestic_league,,,,Alejandro Bedoya,2015,995,alejandro-bedoya,United States,1987-04-29 00:00:00,Central Midfield,right,182,300000,2500000,2023-12-31 00:00:00,YMU Group
2332308_4267,2332308,4267,0,0,0,0,90,,,,,,2013,35. Matchday,2014-04-20 00:00:00,2,0,5,7,Roberto Martínez,David Moyes,Goodison Park,39436,Mark Clattenburg,,,Everton Football Club,Manchester United Football Club,02:00:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2346350_1321,2346350,1321,1,0,0,0,90,b00161564b73f58f46c41294ba6420ea,7,"4. Yellow card  , Foul",,,2013,30. Matchday,2014-04-20 00:00:00,1,1,2,1,Slaven Bilic,Ersun Yanal,Ataturk Olimpiyat Stadyumu Stadyum,20088,Halis A zkahya,,,besiktas jimnastik kulubu,fenerbahce football club,01:01:00,domestic_league,,,,Jermaine Jones,2013,114,jermaine-jones,Germany,1981-11-03 00:00:00,Defensive Midfield,both,184,,8000000,,
2329356_140069,2329356,140069,0,0,0,0,90,,,,,,2013,28. Matchday,2014-04-21 00:00:00,5,2,2,12,Glen Riddersholm,Auri Skarbalius,MCH Arena,8903,Mads-Kristoffer Kristoffersen,,,Fodbold Club Midtjylland,Viborg Fodsports Forening,05:02:00,domestic_league,,,,Babajide Ogunbiyi,2015,5818,babajide-ogunbiyi,United States,1986-11-30 00:00:00,Centre-Back,right,193,,300000,,
2331168_111783,2331168,111783,0,0,0,0,90,,,,,,2013,35. Matchday,2014-04-25 00:00:00,1,1,10,6,Michel Der Zakarian,Jose Anigo,Stade de la Beaujoire,35959,Benoa t Bastien,,,Football Club de Nantes,Olympique de Marseille,01:01:00,domestic_league,,,,Alejandro Bedoya,2015,995,alejandro-bedoya,United States,1987-04-29 00:00:00,Central Midfield,right,182,300000,2500000,2023-12-31 00:00:00,YMU Group
2321339_160670,2321339,160670,0,0,0,0,21,,,,,,2013,32. Matchday,2014-04-26 00:00:00,0,0,9,11,Markus Gisdol,Armin Veh,PreZero Arena,30150,Florian Meyer,,,TSG 1899 Hoffenheim Football-Spielbetriebs GmbH,eintracht frankfurt Football ag,00:00:00,domestic_league,,,,Joe Gyau,2014,16,joe-gyau,United States,1992-09-16 00:00:00,Left Winger,both,175,400000,600000,2023-12-31 00:00:00,BR Group Management
2321339_31041,2321339,31041,0,0,0,0,90,,,,,,2013,32. Matchday,2014-04-26 00:00:00,0,0,9,11,Markus Gisdol,Armin Veh,PreZero Arena,30150,Florian Meyer,,,TSG 1899 Hoffenheim Football-Spielbetriebs GmbH,eintracht frankfurt Football ag,00:00:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
2321340_49723,2321340,49723,0,0,0,0,45,391e497dc165933ce220fca0af75570e,46,", Tactical",122695,,2013,32. Matchday,2014-04-26 00:00:00,2,0,7,17,Thomas Tuchel,Roger Prinzen,Mewa Arena,33507,Knut Kircher,,,1. FSV Mainz 05,1.FC Nuremberg,02:00:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
2321342_124732,2321342,124732,0,0,1,0,90,148a7beb4d77a7df63df27fc4e2c8c49,61,", Left-footed shot, 2. Goal of the Season Assist: , Corner, 4. Assist of the Season",,16474,2013,32. Matchday,2014-04-26 00:00:00,2,0,10,18,Jos Luhukay,Torsten Lieberknecht,Olympiastadion Berlin,51953,Thorsten Kinhh Ffer,,,Hertha BSC,Eintracht Braunschweig,02:00:00,domestic_league,,,,John Anthony Brooks,2023,533,john-anthony-brooks,Germany,1993-01-28 00:00:00,Centre-Back,left,194,2000000,15000000,2024-06-30 00:00:00,ROGON
2329355_161244,2329355,161244,0,0,0,0,23,,,,,,2013,29. Matchday,2014-04-26 00:00:00,2,3,8,1,Troels Bech,Kent Nielsen,Nature Energy Park,8495,Dennis Mogensen,,,Odense Boldklub,Aalborg BK,02:03:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2332244_39471,2332244,39471,0,0,0,0,90,,,,,,2013,36. Matchday,2014-04-26 00:00:00,4,1,12,17,Garry Monk,Paul Lambert,Swansea.com Stadium,20701,Mark Clattenburg,,,Swansea City,Aston Villa Football Club,04:01:00,domestic_league,,,,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09 00:00:00,Goalkeeper,left,193,100000,5000000,2023-12-31 00:00:00,YMU Group
2332252_31642,2332252,31642,0,0,0,0,90,,,,,,2013,36. Matchday,2014-04-26 00:00:00,0,1,10,6,Mark Hughes,Tim Sherwood,bet365 Stadium,26021,Andre Marriner,,,Stoke City,Tottenham Hotspur Football Club,00:01:00,domestic_league,,,,Geoff Cameron,2017,512,geoff-cameron,United States,1985-07-11 00:00:00,Centre-Back,right,190,,5000000,,CMG Sports
2332271_4267,2332271,4267,0,0,0,0,90,,,,,,2013,36. Matchday,2014-04-26 00:00:00,2,0,8,5,Mauricio Pochettino,Roberto Martínez,St Mary's Stadium,31313,Michael Oliver,,,Southampton FC,Everton Football Club,02:00:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2329353_140069,2329353,140069,0,0,0,0,90,,,,,,2013,29. Matchday,2014-04-27 00:00:00,0,3,12,10,Auri Skarbalius,Jesper Fredberg,Viborg Stadion,6434,Michael Tykgaard,,,Viborg Fodsports Forening,Aarhus Gymnastik Forening,00:03:00,domestic_league,,,,Babajide Ogunbiyi,2015,5818,babajide-ogunbiyi,United States,1986-11-30 00:00:00,Centre-Back,right,193,,300000,,
2342546_131171,2342546,131171,0,0,0,1,26,,,,,,2013,33. Matchday,2014-04-27 00:00:00,4,1,6,12,Marco van Basten,Jan Wouters,Abe Lenstra Stadion,24600,Dennis Higler,,,Sportclub Heerenveen,Football Club Utrecht,04:01:00,domestic_league,,,,Juan Agudelo,2013,512,juan-agudelo,Colombia,1992-11-23 00:00:00,Centre-Forward,both,185,400000,1000000,2023-11-30 00:00:00,Wasserman
2342559_119169,2342559,119169,0,0,0,0,60,ae235af9d3a0e73bdf00b475a2cf1637,60,", Not reported",41511,,2013,33. Matchday,2014-04-27 00:00:00,2,1,9,8,Henk Fraser,Dick Advocaat,Bingoal Stadion,14756,Jochem Kamphuis,,,ADO Den Haag,Alkmaar Zaanstreek,02:01:00,domestic_league,,,,Aron Johannsson,2018,86,aron-johannsson,United States,1990-11-10 00:00:00,Centre-Forward,right,184,400000,4000000,2024-12-31 00:00:00,CAA Stellar
2321343_160670,2321343,160670,0,0,0,0,29,,,,,,2013,33. Matchday,2014-05-03 00:00:00,3,2,2,9,Jurgen Klopp,Markus Gisdol,SIGNAL IDUNA PARK,80645,Tobias Welz,,,Borussia Dortmund,tsg 1899 hoffenheim football spielbetriebs Gmbh,03:02:00,domestic_league,,,,Joe Gyau,2014,16,joe-gyau,United States,1992-09-16 00:00:00,Left Winger,both,175,400000,600000,2023-12-31 00:00:00,BR Group Management
2321343_31041,2321343,31041,0,0,0,0,90,,,,,,2013,33. Matchday,2014-05-03 00:00:00,3,2,2,9,Jurgen Klopp,Markus Gisdol,SIGNAL IDUNA PARK,80645,Tobias Welz,,,Borussia Dortmund,tsg 1899 hoffenheim football spielbetriebs Gmbh,03:02:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
2321346_124732,2321346,124732,1,0,0,0,90,a3b7c0ec6a25725c745b8d4ba17818ed,56,"2. Yellow card  , Foul",,,2013,33. Matchday,2014-05-03 00:00:00,2,0,12,10,Robin Dutt,Jos Luhukay,Wohninvest-Weserstadion,42100,Robert Hartmann,,,Sportverein Werder Bremen von 1899,Hertha BSC,02:00:00,domestic_league,,,,John Anthony Brooks,2023,533,john-anthony-brooks,Germany,1993-01-28 00:00:00,Centre-Back,left,194,2000000,15000000,2024-06-30 00:00:00,ROGON
2321347_49723,2321347,49723,1,0,0,0,90,4871dbb9f6ea8f0fa71f553ad4c6c53a,34,"5. Yellow card  , Foul",,,2013,33. Matchday,2014-05-03 00:00:00,0,2,17,11,Roger Prinzen,Tayfun Korkut,Max-Morlock-Stadion,46014,Manuel Graofe,,,1.FC Nuremberg,Hannover 96,00:02:00,domestic_league,,,,Timothy Chandler,2023,24,timothy-chandler,Germany,1990-03-29 00:00:00,Right-Back,right,186,700000,5000000,2025-06-30 00:00:00,
2332259_4267,2332259,4267,0,0,0,0,90,,,,,,2013,37. Matchday,2014-05-03 00:00:00,2,3,5,1,Roberto Martínez,Manuel Pellegrini,Goodison Park,39454,Lee Probert,,,Everton Football Club,Manchester City Football Club,02:03:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2332260_39378,2332260,39378,0,0,0,0,25,,,,,,2013,37. Matchday,2014-05-03 00:00:00,0,1,7,14,Ryan Giggs,Gustavo Poyet,Old Trafford,75347,Howard Webb,,,Manchester United Football Club,Sunderland AFC,00:01:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2332264_39471,2332264,39471,0,0,0,0,90,,,,,,2013,37. Matchday,2014-05-03 00:00:00,3,1,15,16,Paul Lambert,Steve Bruce,Villa Park,37182,Mike Dean,,,Aston Villa Football Club,Hull City,03:01:00,domestic_league,,,,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09 00:00:00,Goalkeeper,left,193,100000,5000000,2023-12-31 00:00:00,YMU Group
2332265_31642,2332265,31642,0,0,0,0,90,,,,,,2013,37. Matchday,2014-05-03 00:00:00,4,1,10,19,Mark Hughes,Felix Magath,bet365 Stadium,27429,Chris Foy,,,Stoke City,Fulham Football Club,04:01:00,domestic_league,,,,Geoff Cameron,2017,512,geoff-cameron,United States,1985-07-11 00:00:00,Centre-Back,right,190,,5000000,,CMG Sports
2342560_131171,2342560,131171,0,0,1,1,90,2c91457e3de13e7be0a1ad0c35931d7f,78,", Right-footed shot, 3. Goal of the Season Assist: , Pass, 1. Assist of the Season",,25118,2013,34. Matchday,2014-05-03 00:00:00,2,1,10,6,Jan Wouters,Peter Bosz,"Stadion ""Galgenwaard""",19504,Richard Liesveld,,,Football Club Utrecht,Stichting Betaald Voetbal Vitesse Arnhem,02:01:00,domestic_league,,,,Juan Agudelo,2013,512,juan-agudelo,Colombia,1992-11-23 00:00:00,Centre-Forward,both,185,400000,1000000,2023-11-30 00:00:00,Wasserman
2346367_1321,2346367,1321,0,0,0,0,65,,,,,,2013,32. Matchday,2014-05-03 00:00:00,2,1,3,6,Slaven Bilic,Shota Arveladze,Ataturk Olimpiyat Stadyumu Stadyum,6000,Mustafa Kamil Abitoglu,,,besiktas jimnastik kulubu,Calaf Esqueceram de Mim Mamonas Assassinas,02:01:00,domestic_league,,,,Jermaine Jones,2013,114,jermaine-jones,Germany,1981-11-03 00:00:00,Defensive Midfield,both,184,,8000000,,
2329451_140069,2329451,140069,0,0,0,0,90,,,,,,2013,30. Matchday,2014-05-04 00:00:00,1,0,10,12,Lars Sondergaard,Auri Skarbalius,Sydbank Park,8357,Michael Johansen,,,Sonderjyske Fc,Viborg Fodsports Forening,01:00:00,domestic_league,,,,Babajide Ogunbiyi,2015,5818,babajide-ogunbiyi,United States,1986-11-30 00:00:00,Centre-Back,right,193,,300000,,
2331151_111783,2331151,111783,1,0,0,0,90,428db0dda8ab0e1b5128e2d7652cea5a,59,4. Yellow card,,,2013,36. Matchday,2014-05-04 00:00:00,1,1,10,11,Alain Casanova,Michel Der Zakarian,Stadium Municipal,21200,Mikael Lesage,,,Toulouse Football Club,Football Club de Nantes,01:01:00,domestic_league,,,,Alejandro Bedoya,2015,995,alejandro-bedoya,United States,1987-04-29 00:00:00,Central Midfield,right,182,300000,2500000,2023-12-31 00:00:00,YMU Group
2332175_39378,2332175,39378,0,0,0,0,29,,,,,,2013,28. Matchday,2014-05-07 00:00:00,2,0,16,18,Gustavo Poyet,Pepe Mel,Stadium of Light,45181,Lee Mason,,,Sunderland AFC,West Bromwich Albion,02:00:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2332183_39471,2332183,39471,0,0,0,0,90,,,,,,2013,29. Matchday,2014-05-07 00:00:00,4,0,2,11,Manuel Pellegrini,Paul Lambert,Etihad Stadium,47023,Michael Oliver,,,Manchester City Football Club,Aston Villa Football Club,04:00:00,domestic_league,,,,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09 00:00:00,Goalkeeper,left,193,100000,5000000,2023-12-31 00:00:00,YMU Group
2329448_140069,2329448,140069,0,0,0,0,90,,,,,,2013,31. Matchday,2014-05-08 00:00:00,0,2,12,3,Auri Skarbalius,Stale Solbakken,Viborg Stadion,4701,Jens Maae,,,Viborg Fodsports Forening,Football Club Ka Benhavn,00:02:00,domestic_league,,,,Babajide Ogunbiyi,2015,5818,babajide-ogunbiyi,United States,1986-11-30 00:00:00,Centre-Back,right,193,,300000,,
2321357_31041,2321357,31041,0,0,0,1,75,2efaa64190c7870b6df6d25864c128d5,75,", Not reported",129674,,2013,34. Matchday,2014-05-10 00:00:00,3,1,9,18,Markus Gisdol,Torsten Lieberknecht,PreZero Arena,30150,Peter Sippel,,,TSG 1899 Hoffenheim Football-Spielbetriebs GmbH,Eintracht Braunschweig,03:01:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
2321360_124732,2321360,124732,0,0,0,0,90,,,,,,2013,34. Matchday,2014-05-10 00:00:00,0,4,11,2,Jos Luhukay,Jurgen Klopp,Olympiastadion Berlin,76197,Tobias Stieler,,,Hertha BSC,Borussia Dortmund,00:04:00,domestic_league,,,,John Anthony Brooks,2023,533,john-anthony-brooks,Germany,1993-01-28 00:00:00,Centre-Back,left,194,2000000,15000000,2024-06-30 00:00:00,ROGON
2331160_111783,2331160,111783,0,0,0,0,78,fe4b66fbfafcd624dc57d6230a9adc69,78,", Not reported",50142,,2013,37. Matchday,2014-05-10 00:00:00,1,3,12,4,Michel Der Zakarian,Christophe Galtier,Stade de la Beaujoire,36609,Olivier Thual,,,Football Club de Nantes,AS Saint-Etienne,01:03:00,domestic_league,,,,Alejandro Bedoya,2015,995,alejandro-bedoya,United States,1987-04-29 00:00:00,Central Midfield,right,182,300000,2500000,2023-12-31 00:00:00,YMU Group
2329466_161244,2329466,161244,0,0,0,0,63,2a5af9609fcbc7c88e12e4f3b4f49162,63,", Tactical",42948,,2013,32. Matchday,2014-05-11 00:00:00,1,2,7,5,Troels Bech,Niels Frederiksen,Nature Energy Park,8552,Anders Poulsen,,,Odense Boldklub,Esbjerg fB,01:02:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2329467_140069,2329467,140069,0,0,0,0,90,,,,,,2013,32. Matchday,2014-05-11 00:00:00,1,3,12,6,Auri Skarbalius,Kasper Hjulmand,Viborg Stadion,4728,Jakob Kehlet,,,Viborg Fodsports Forening,Fodbold Club Nords  Aalnd,01:03:00,domestic_league,,,,Babajide Ogunbiyi,2015,5818,babajide-ogunbiyi,United States,1986-11-30 00:00:00,Centre-Back,right,193,,300000,,
2332263_4267,2332263,4267,0,0,0,0,90,,,,,,2013,38. Matchday,2014-05-11 00:00:00,0,2,16,5,Steve Bruce,Roberto Martínez,MKM Stadium,24848,Howard Webb,,,Hull City,Everton Football Club,00:02:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2332273_39471,2332273,39471,0,0,0,0,90,,,,,,2013,38. Matchday,2014-05-11 00:00:00,3,0,6,15,Tim Sherwood,Paul Lambert,White Hart Lane,35826,Jonathan Moss,,,Tottenham Hotspur Football Club,Aston Villa Football Club,03:00:00,domestic_league,,,,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09 00:00:00,Goalkeeper,left,193,100000,5000000,2023-12-31 00:00:00,YMU Group
2332281_31642,2332281,31642,0,0,0,0,90,,,,,,2013,38. Matchday,2014-05-11 00:00:00,1,2,17,9,Pepe Mel,Mark Hughes,The Hawthorns,26613,Lee Probert,,,West Bromwich Albion,Stoke City,01:02:00,domestic_league,,,,Geoff Cameron,2017,512,geoff-cameron,United States,1985-07-11 00:00:00,Centre-Back,right,190,,5000000,,CMG Sports
2332285_39378,2332285,39378,0,0,0,0,6,,,,,,2013,38. Matchday,2014-05-11 00:00:00,1,3,14,12,Gustavo Poyet,Garry Monk,Stadium of Light,45580,Chris Foy,,,Sunderland AFC,Swansea City,01:03:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2346377_1321,2346377,1321,0,0,0,0,90,,,,,,2013,33. Matchday,2014-05-11 00:00:00,0,1,16,3,Okan Buruk,Slaven Bilic,Elaza,12000,Tolga A zkalfa,,,Elazigspor,besiktas jimnastik kulubu,00:01:00,domestic_league,,,,Jermaine Jones,2013,114,jermaine-jones,Germany,1981-11-03 00:00:00,Defensive Midfield,both,184,,8000000,,
2346384_1321,2346384,1321,1,0,0,0,90,ed5bcdeb1f3219083b702a0e00c25477,63,"5. Yellow card  , Foul",,,2013,34. Matchday,2014-05-17 00:00:00,1,1,3,9,Slaven Bilic,Mehmet Ozdilek,Ataturk Olimpiyat Stadyumu Stadyum,15000,Ilker Meral,,,besiktas jimnastik kulubu,Genclerbirligi Ankara,01:01:00,domestic_league,,,,Jermaine Jones,2013,114,jermaine-jones,Germany,1981-11-03 00:00:00,Defensive Midfield,both,184,,8000000,,
2329449_140069,2329449,140069,1,0,0,0,90,2bfd1f975fbb302c43da6bb32c4446a2,58,"2. Yellow card  , Foul",,,2013,33. Matchday,2014-05-18 00:00:00,0,0,5,12,Niels Frederiksen,Auri Skarbalius,Blue Water Arena,9853,Kenn Hansen,,,Esbjerg fB,Viborg Fodsports Forening,00:00:00,domestic_league,,,,Babajide Ogunbiyi,2015,5818,babajide-ogunbiyi,United States,1986-11-30 00:00:00,Centre-Back,right,193,,300000,,
2329469_161244,2329469,161244,0,0,0,0,90,,,,,,2013,33. Matchday,2014-05-18 00:00:00,3,2,2,8,sta le solbakken,Troels Bech,Parken,17251,Michael Tykgaard,,,F.C. Copenhagen,Odense Boldklub,03:02:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2469417_161244,2469417,161244,0,0,0,0,90,,,,,,2014,2. Matchday,2014-07-25 00:00:00,3,1,4,12,Michael Hansen,Troels Bech,Harboe Arena,2709,Peter Kjaersgaard,,,FC Vestsjaelland,Odense Boldklub,03:01:00,domestic_league,,,,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20 00:00:00,Defensive Midfield,right,177,,750000,,
2469872_39475,2469872,39475,0,0,0,0,7,,,,,,2014,1. Matchday,2014-07-27 00:00:00,3,1,2,12,Besnik Hasi,Rachid Chihab,Constant Vanden Stock Stadion,18251,Nicolas Laforge,,,Royal Sporting Club Anderlecht,Royal Excel Mouscron (-2022),03:01:00,domestic_league,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2482111_111783,2482111,111783,0,0,0,0,88,6710d3f628de4330654b266e989dbc0f,88,,229853,,2014,1. Matchday,2014-08-09 00:00:00,1,0,7,16,Michel Der Zakarian,Antoine Kombouare,Stade de la Beaujoire,27964,Sacbastien Desiage,,,Football Club de Nantes,Racing Club de Lens,01:00:00,domestic_league,,,,Alejandro Bedoya,2015,995,alejandro-bedoya,United States,1987-04-29 00:00:00,Central Midfield,right,182,300000,2500000,2023-12-31 00:00:00,YMU Group
2460298_4267,2460298,4267,0,0,0,0,90,,,,,,2014,1. Matchday,2014-08-16 00:00:00,2,2,12,9,Nigel Pearson,Roberto Martínez,King Power Stadium,31603,Mike Jones,,,Leicester City,Everton Football Club,02:02:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2460303_39471,2460303,39471,0,0,0,0,90,,,,,,2014,1. Matchday,2014-08-16 00:00:00,0,1,17,7,Mark Hughes,Paul Lambert,bet365 Stadium,27478,Anthony Taylor,,,Stoke City,Aston Villa Football Club,00:01:00,domestic_league,,,,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09 00:00:00,Goalkeeper,left,193,100000,5000000,2023-12-31 00:00:00,YMU Group
2460304_39378,2460304,39378,0,0,0,0,9,,,,,,2014,1. Matchday,2014-08-16 00:00:00,2,2,11,10,Alan Irvine,Gustavo Poyet,The Hawthorns,25468,Neil Swarbrick,,,West Bromwich Albion,Sunderland AFC,02:02:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
2482120_111783,2482120,111783,0,0,0,0,19,,,,,,2014,2. Matchday,2014-08-16 00:00:00,1,1,14,5,Albert Cartier,Michel Der Zakarian,Stade Saint-Symphorien,20335,Alexandre Castro,,,Football Club de Metz,Football Club de Nantes,01:01:00,domestic_league,,,,Alejandro Bedoya,2015,995,alejandro-bedoya,United States,1987-04-29 00:00:00,Central Midfield,right,182,300000,2500000,2023-12-31 00:00:00,YMU Group
2486396_39475,2486396,39475,0,0,0,0,12,,,,,,2014,4. Matchday,2014-08-17 00:00:00,2,2,4,1,Dennis van Wijk,Besnik Hasi,Het Kuipje,8030,Luc Wouters,,,Koninklijke Voetbal Club Westerlo,Royal Sporting Club Anderlecht,02:02:00,domestic_league,,,,Sacha Kljestan,2014,58,sacha-kljestan,United States,1985-09-09 00:00:00,Attacking Midfield,both,185,,3000000,,Wasserman
2483416_31041,2483416,31041,0,0,0,1,90,,,,,,2014,Qualifying Round 1st leg,2014-08-21 00:00:00,2,3,,,Dzenan Uscuplic,Lucien Favre,Asim Ferhatovic,28000,Mateu Lahoz,,,,Borussia Verein fur Leibesubung 1900 e.V.,02:03:00,international_cup,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
2478479_39471,2478479,39471,0,0,0,0,90,,,,,,2014,2. Matchday,2014-08-23 00:00:00,0,0,7,17,Paul Lambert,Alan Pardew,Villa Park,30267,Mike Dean,,,Aston Villa Football Club,Newcastle United Football Club,00:00:00,domestic_league,,,,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09 00:00:00,Goalkeeper,left,193,100000,5000000,2023-12-31 00:00:00,YMU Group
2478484_4267,2478484,4267,0,0,0,0,90,,,,,,2014,2. Matchday,2014-08-23 00:00:00,2,2,10,5,Roberto Martínez,Arsene Wenger,Goodison Park,39490,Kevin Friend,,,Everton Football Club,Arsenal Football Club,02:02:00,domestic_league,,,,Tim Howard,2015,29,tim-howard,United States,1979-03-06 00:00:00,Goalkeeper,right,191,,10000000,,Wasserman
2460628_31041,2460628,31041,0,0,0,0,17,,,,,,2014,1. Matchday,2014-08-24 00:00:00,1,1,10,11,Lucien Favre,Armin Veh,Stadion im Borussia-Park,50203,Christian Dingert,,,Borussia Verein für Leibesübung 1900 e.V.,Verein Fur Bewegungsspiele Stuttgart 1893 ,01:01:00,domestic_league,,,,Fabian Johnson,2019,18,fabian-johnson,Germany,1987-12-11 00:00:00,Left Winger,right,183,,7000000,,Robert Schneider
2478487_39378,2478487,39378,0,0,0,0,13,,,,,,2014,2. Matchday,2014-08-24 00:00:00,1,1,11,13,Gustavo Poyet,Louis van Gaal,Stadium of Light,43217,Martin Atkinson,,,Sunderland AFC,Manchester United Football Club,01:01:00,domestic_league,,,,Jozy Altidore,2014,289,jozy-altidore,United States,1989-11-06 00:00:00,Centre-Forward,right,185,500000,9000000,2024-12-31 00:00:00,
